CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,51.37,0.00,16.69,0.06,0.00,0.58,0.00,0.00,0.00,68.7,68.69
0,51.37,0.00,16.69,0.05,0.00,0.58,0.00,0.00,0.00,68.69,68.69
