all,38.58,0.00,15.36,0.03,0.00,0.83,17.38,0.00,0.00,72.18,72.18
0,40.83,0.00,16.83,0.05,0.00,0.21,11.28,0.00,0.00,69.2,69.2
1,36.36,0.00,13.91,0.00,0.00,1.45,23.41,0.00,0.00,75.13,75.13
