CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,57.35,0.00,16.20,0.10,0.00,0.63,0.00,0.00,0.00,74.28,74.28
0,57.36,0.00,16.20,0.10,0.00,0.63,0.00,0.00,0.00,74.29,74.29
