CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,36.95,0.00,11.43,0.03,0.00,0.61,12.51,0.00,0.00,61.53,61.53
0,35.64,0.00,10.90,0.06,0.00,0.30,14.79,0.00,0.00,61.69,61.7
1,38.28,0.00,11.96,0.00,0.00,0.92,10.20,0.00,0.00,61.36,61.36
