CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,42.76,0.00,8.05,0.01,0.00,0.42,13.61,0.00,0.00,64.85,64.84
0,41.83,0.00,7.97,0.02,0.00,0.15,15.66,0.00,0.00,65.63,65.63
1,43.69,0.00,8.13,0.00,0.00,0.70,11.52,0.00,0.00,64.04,64.03
