CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,43.49,0.00,7.10,0.04,0.00,0.12,15.76,0.00,0.00,66.51,66.52
0,43.49,0.00,7.10,0.04,0.00,0.12,15.76,0.00,0.00,66.51,66.52
