CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,45.19,0.00,6.68,0.03,0.00,0.28,18.56,0.00,0.00,70.74,70.75
0,45.19,0.00,6.68,0.03,0.00,0.28,18.56,0.00,0.00,70.74,70.75
