CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,42.71,0.00,7.31,0.02,0.00,0.21,14.66,0.00,0.00,64.91,64.91
0,42.71,0.00,7.31,0.02,0.00,0.21,14.66,0.00,0.00,64.91,64.91
