CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,78.08,0.00,10.09,0.00,0.00,0.73,0.00,0.00,0.00,88.9,88.9
0,83.67,0.00,10.98,0.00,0.00,0.02,0.00,0.00,0.00,94.67,94.67
1,83.52,0.00,10.54,0.00,0.00,0.08,0.00,0.00,0.00,94.14,94.15
2,84.21,0.00,10.45,0.00,0.00,0.00,0.00,0.00,0.00,94.66,94.66
3,83.76,0.00,10.87,0.00,0.00,0.01,0.00,0.00,0.00,94.64,94.64
4,83.47,0.00,10.09,0.00,0.00,0.01,0.00,0.00,0.00,93.57,93.56
5,83.41,0.00,10.74,0.00,0.00,0.00,0.00,0.00,0.00,94.15,94.15
6,83.48,0.00,10.88,0.00,0.00,0.00,0.00,0.00,0.00,94.36,94.36
7,84.27,0.00,10.73,0.00,0.00,0.01,0.00,0.00,0.00,95.01,95.01
8,84.22,0.00,10.32,0.00,0.00,0.00,0.00,0.00,0.00,94.54,94.53
9,84.22,0.00,10.60,0.00,0.00,0.00,0.00,0.00,0.00,94.82,94.82
10,84.02,0.00,10.39,0.05,0.00,0.00,0.00,0.00,0.00,94.46,94.45
11,84.04,0.00,10.70,0.00,0.00,0.00,0.00,0.00,0.00,94.74,94.74
12,79.81,0.00,10.99,0.00,0.00,2.92,0.00,0.00,0.00,93.72,93.73
13,80.31,0.00,10.60,0.00,0.00,3.07,0.00,0.00,0.00,93.98,93.99
14,0.43,0.00,1.48,0.00,0.00,0.66,0.00,0.00,0.00,2.57,2.57
15,77.89,0.00,10.63,0.00,0.00,4.81,0.00,0.00,0.00,93.33,93.34
