CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,43.12,0.00,11.34,0.00,0.00,0.92,0.00,0.00,0.00,55.38,55.38
0,44.27,0.00,11.04,0.01,0.00,0.02,0.00,0.00,0.00,55.34,55.34
1,44.30,0.00,12.36,0.00,0.00,0.11,0.00,0.00,0.00,56.77,56.77
2,44.10,0.00,12.17,0.00,0.00,0.00,0.00,0.00,0.00,56.27,56.27
3,44.43,0.00,10.70,0.00,0.00,0.00,0.00,0.00,0.00,55.13,55.13
4,43.73,0.00,12.42,0.00,0.00,0.00,0.00,0.00,0.00,56.15,56.16
5,44.34,0.00,12.16,0.00,0.00,0.00,0.00,0.00,0.00,56.5,56.5
6,44.23,0.00,12.12,0.00,0.00,0.00,0.00,0.00,0.00,56.35,56.34
7,44.03,0.00,10.87,0.02,0.00,0.00,0.00,0.00,0.00,54.92,54.93
8,44.25,0.00,10.79,0.02,0.00,0.00,0.00,0.00,0.00,55.06,55.06
9,44.07,0.00,10.95,0.01,0.00,0.00,0.00,0.00,0.00,55.03,55.03
10,44.33,0.00,12.26,0.00,0.00,0.00,0.00,0.00,0.00,56.59,56.59
11,44.05,0.00,12.59,0.00,0.00,0.00,0.00,0.00,0.00,56.64,56.64
12,40.13,0.00,10.16,0.00,0.00,3.50,0.00,0.00,0.00,53.79,53.78
13,39.65,0.00,10.45,0.00,0.00,3.13,0.00,0.00,0.00,53.23,53.23
14,39.81,0.00,10.31,0.00,0.00,3.96,0.00,0.00,0.00,54.08,54.08
15,39.75,0.00,9.91,0.00,0.00,4.38,0.00,0.00,0.00,54.04,54.04
