CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,81.29,0.00,11.34,0.00,0.00,0.93,0.00,0.00,0.00,93.56,93.56
0,82.13,0.00,11.89,0.00,0.00,0.00,0.00,0.00,0.00,94.02,94.01
1,82.11,0.00,11.76,0.00,0.00,0.03,0.00,0.00,0.00,93.9,93.91
2,82.42,0.00,11.62,0.00,0.00,0.00,0.00,0.00,0.00,94.04,94.04
3,82.75,0.00,11.66,0.00,0.00,0.00,0.00,0.00,0.00,94.41,94.41
4,82.36,0.00,10.53,0.00,0.00,0.00,0.00,0.00,0.00,92.89,92.89
5,82.56,0.00,10.32,0.00,0.00,0.00,0.00,0.00,0.00,92.88,92.88
6,82.64,0.00,11.74,0.00,0.00,0.00,0.00,0.00,0.00,94.38,94.38
7,83.05,0.00,11.37,0.05,0.00,0.00,0.00,0.00,0.00,94.47,94.46
8,82.65,0.00,11.74,0.00,0.00,0.00,0.00,0.00,0.00,94.39,94.4
9,83.04,0.00,11.38,0.02,0.00,0.00,0.00,0.00,0.00,94.44,94.43
10,82.97,0.00,11.46,0.00,0.00,0.02,0.00,0.00,0.00,94.45,94.45
11,82.85,0.00,9.72,0.00,0.00,0.00,0.00,0.00,0.00,92.57,92.57
12,77.72,0.00,11.06,0.00,0.00,3.28,0.00,0.00,0.00,92.06,92.07
13,77.94,0.00,11.92,0.00,0.00,3.11,0.00,0.00,0.00,92.97,92.97
14,77.05,0.00,11.33,0.00,0.00,3.79,0.00,0.00,0.00,92.17,92.17
15,76.44,0.00,11.92,0.00,0.00,4.60,0.00,0.00,0.00,92.96,92.96
