CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,75.55,0.00,13.32,0.00,0.00,0.90,0.00,0.00,0.00,89.77,89.78
0,76.71,0.00,13.68,0.00,0.00,0.00,0.00,0.00,0.00,90.39,90.39
1,76.62,0.00,13.70,0.00,0.00,0.02,0.00,0.00,0.00,90.34,90.34
2,76.60,0.00,13.78,0.00,0.00,0.00,0.00,0.00,0.00,90.38,90.39
3,76.34,0.00,13.99,0.00,0.00,0.01,0.00,0.00,0.00,90.34,90.34
4,76.39,0.00,13.91,0.00,0.00,0.00,0.00,0.00,0.00,90.3,90.3
5,76.24,0.00,12.80,0.00,0.00,0.00,0.00,0.00,0.00,89.04,89.04
6,76.40,0.00,13.85,0.00,0.00,0.00,0.00,0.00,0.00,90.25,90.25
7,76.62,0.00,12.46,0.02,0.00,0.00,0.00,0.00,0.00,89.1,89.1
8,76.93,0.00,13.45,0.00,0.00,0.00,0.00,0.00,0.00,90.38,90.38
9,76.79,0.00,13.74,0.00,0.00,0.00,0.00,0.00,0.00,90.53,90.53
10,77.09,0.00,13.30,0.00,0.00,0.00,0.00,0.00,0.00,90.39,90.39
11,76.44,0.00,12.79,0.00,0.00,0.00,0.00,0.00,0.00,89.23,89.23
12,72.70,0.00,12.92,0.00,0.00,3.45,0.00,0.00,0.00,89.07,89.07
13,72.56,0.00,13.24,0.00,0.00,2.88,0.00,0.00,0.00,88.68,88.68
14,72.57,0.00,12.64,0.00,0.00,3.58,0.00,0.00,0.00,88.79,88.79
15,71.78,0.00,12.90,0.00,0.00,4.51,0.00,0.00,0.00,89.19,89.19
