CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,56.33,0.00,12.29,0.02,0.00,0.87,0.00,0.00,0.00,69.51,69.5
0,57.92,0.00,12.30,0.00,0.00,0.00,0.00,0.00,0.00,70.22,70.22
1,57.98,0.00,11.95,0.00,0.00,0.02,0.00,0.00,0.00,69.95,69.94
2,57.93,0.00,12.20,0.00,0.00,0.00,0.00,0.00,0.00,70.13,70.13
3,57.53,0.00,12.64,0.00,0.00,0.01,0.00,0.00,0.00,70.18,70.18
4,57.07,0.00,12.18,0.00,0.00,0.00,0.00,0.00,0.00,69.25,69.25
5,57.48,0.00,12.45,0.00,0.00,0.00,0.00,0.00,0.00,69.93,69.93
6,57.22,0.00,12.82,0.00,0.00,0.00,0.00,0.00,0.00,70.04,70.05
7,57.32,0.00,12.34,0.02,0.00,0.00,0.00,0.00,0.00,69.68,69.68
8,57.25,0.00,12.88,0.04,0.00,0.00,0.00,0.00,0.00,70.17,70.17
9,57.96,0.00,12.43,0.01,0.00,0.00,0.00,0.00,0.00,70.4,70.4
10,57.50,0.00,12.61,0.00,0.00,0.00,0.00,0.00,0.00,70.11,70.11
11,57.32,0.00,12.58,0.00,0.00,0.00,0.00,0.00,0.00,69.9,69.9
12,53.12,0.00,11.92,0.07,0.00,3.38,0.00,0.00,0.00,68.49,68.48
13,52.82,0.00,11.70,0.08,0.00,3.78,0.00,0.00,0.00,68.38,68.39
14,52.38,0.00,12.08,0.04,0.00,3.82,0.00,0.00,0.00,68.32,68.33
15,52.35,0.00,11.45,0.01,0.00,3.00,0.00,0.00,0.00,66.81,66.8
