CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,48.10,0.00,10.82,0.00,0.00,0.71,0.00,0.00,0.00,59.63,59.63
0,50.01,0.00,11.13,0.00,0.00,0.00,0.00,0.00,0.00,61.14,61.14
1,50.26,0.00,11.10,0.00,0.00,0.02,0.00,0.00,0.00,61.38,61.38
2,50.30,0.00,10.98,0.00,0.00,0.00,0.00,0.00,0.00,61.28,61.28
3,49.86,0.00,11.01,0.00,0.00,0.00,0.00,0.00,0.00,60.87,60.87
4,49.64,0.00,10.79,0.00,0.00,0.00,0.00,0.00,0.00,60.43,60.44
5,49.56,0.00,11.13,0.01,0.00,0.00,0.00,0.00,0.00,60.7,60.7
6,50.00,0.00,10.81,0.00,0.00,0.00,0.00,0.00,0.00,60.81,60.81
7,49.88,0.00,10.96,0.00,0.00,0.00,0.00,0.00,0.00,60.84,60.84
8,50.00,0.00,11.10,0.00,0.00,0.00,0.00,0.00,0.00,61.1,61.1
9,49.72,0.00,11.18,0.00,0.00,0.00,0.00,0.00,0.00,60.9,60.9
10,49.92,0.00,11.19,0.00,0.00,0.00,0.00,0.00,0.00,61.11,61.11
11,50.02,0.00,10.91,0.00,0.00,0.00,0.00,0.00,0.00,60.93,60.93
12,42.81,0.00,9.91,0.02,0.00,2.80,0.00,0.00,0.00,55.54,55.54
13,42.42,0.00,10.48,0.00,0.00,2.41,0.00,0.00,0.00,55.31,55.31
14,42.16,0.00,10.48,0.00,0.00,3.05,0.00,0.00,0.00,55.69,55.69
15,42.45,0.00,9.86,0.00,0.00,3.37,0.00,0.00,0.00,55.68,55.68
