CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,76.33,0.00,12.30,0.00,0.00,0.90,0.00,0.00,0.00,89.53,89.53
0,77.24,0.00,12.28,0.00,0.00,0.01,0.00,0.00,0.00,89.53,89.53
1,77.44,0.00,12.51,0.00,0.00,0.02,0.00,0.00,0.00,89.97,89.97
2,77.20,0.00,12.73,0.00,0.00,0.00,0.00,0.00,0.00,89.93,89.93
3,77.03,0.00,12.89,0.00,0.00,0.00,0.00,0.00,0.00,89.92,89.93
4,77.63,0.00,11.58,0.00,0.00,0.00,0.00,0.00,0.00,89.21,89.21
5,77.30,0.00,12.05,0.00,0.00,0.00,0.00,0.00,0.00,89.35,89.35
6,77.08,0.00,12.44,0.00,0.00,0.01,0.00,0.00,0.00,89.53,89.53
7,77.69,0.00,12.30,0.02,0.00,0.00,0.00,0.00,0.00,90.01,90.01
8,77.22,0.00,12.16,0.00,0.00,0.00,0.00,0.00,0.00,89.38,89.39
9,77.01,0.00,12.68,0.00,0.00,0.00,0.00,0.00,0.00,89.69,89.7
10,77.60,0.00,11.72,0.00,0.00,0.00,0.00,0.00,0.00,89.32,89.32
11,77.34,0.00,12.59,0.00,0.00,0.00,0.00,0.00,0.00,89.93,89.93
12,73.69,0.00,12.15,0.00,0.00,3.44,0.00,0.00,0.00,89.28,89.28
13,73.73,0.00,12.31,0.00,0.00,2.93,0.00,0.00,0.00,88.97,88.97
14,73.18,0.00,12.33,0.00,0.00,3.64,0.00,0.00,0.00,89.15,89.15
15,72.79,0.00,12.05,0.00,0.00,4.36,0.00,0.00,0.00,89.2,89.2
