CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,43.05,0.00,12.14,0.00,0.00,0.91,0.00,0.00,0.00,56.1,56.11
0,44.62,0.00,11.55,0.00,0.00,0.03,0.00,0.00,0.00,56.2,56.2
1,44.90,0.00,12.92,0.00,0.00,0.03,0.00,0.00,0.00,57.85,57.85
2,44.59,0.00,11.36,0.00,0.00,0.01,0.00,0.00,0.00,55.96,55.96
3,44.25,0.00,11.57,0.01,0.00,0.00,0.00,0.00,0.00,55.83,55.83
4,44.67,0.00,12.78,0.00,0.00,0.00,0.00,0.00,0.00,57.45,57.45
5,43.97,0.00,13.16,0.00,0.00,0.00,0.00,0.00,0.00,57.13,57.13
6,44.33,0.00,11.29,0.00,0.00,0.00,0.00,0.00,0.00,55.62,55.62
7,44.19,0.00,11.34,0.02,0.00,0.01,0.00,0.00,0.00,55.56,55.56
8,44.26,0.00,13.05,0.00,0.00,0.00,0.00,0.00,0.00,57.31,57.31
9,44.70,0.00,12.95,0.00,0.00,0.00,0.00,0.00,0.00,57.65,57.64
10,44.82,0.00,12.80,0.00,0.00,0.00,0.00,0.00,0.00,57.62,57.61
11,44.06,0.00,13.26,0.00,0.00,0.00,0.00,0.00,0.00,57.32,57.32
12,38.56,0.00,10.89,0.00,0.00,4.74,0.00,0.00,0.00,54.19,54.19
13,38.91,0.00,11.36,0.00,0.00,2.94,0.00,0.00,0.00,53.21,53.21
14,38.93,0.00,10.79,0.00,0.00,2.89,0.00,0.00,0.00,52.61,52.62
15,38.57,0.00,13.15,0.00,0.00,4.32,0.00,0.00,0.00,56.04,56.04
