CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,35.75,0.00,12.22,0.00,0.00,0.76,0.00,0.00,0.00,48.73,48.73
0,37.94,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,51.94,51.94
1,37.95,0.00,13.22,0.00,0.00,0.01,0.00,0.00,0.00,51.18,51.18
2,38.05,0.00,11.56,0.00,0.00,0.00,0.00,0.00,0.00,49.61,49.61
3,38.20,0.00,13.26,0.00,0.00,0.00,0.00,0.00,0.00,51.46,51.45
4,37.62,0.00,11.46,0.00,0.00,0.00,0.00,0.00,0.00,49.08,49.08
5,37.67,0.00,13.43,0.00,0.00,0.00,0.00,0.00,0.00,51.1,51.1
6,37.65,0.00,13.08,0.00,0.00,0.00,0.00,0.00,0.00,50.73,50.73
7,37.70,0.00,13.05,0.00,0.00,0.00,0.00,0.00,0.00,50.75,50.74
8,37.72,0.00,13.28,0.00,0.00,0.00,0.00,0.00,0.00,51,51
9,37.87,0.00,11.45,0.00,0.00,0.00,0.00,0.00,0.00,49.32,49.32
10,38.54,0.00,11.30,0.00,0.00,0.00,0.00,0.00,0.00,49.84,49.83
11,38.18,0.00,13.01,0.00,0.00,0.00,0.00,0.00,0.00,51.19,51.19
12,15.08,0.00,6.66,0.03,0.00,2.39,0.00,0.00,0.00,24.16,24.17
13,33.36,0.00,12.15,0.02,0.00,3.01,0.00,0.00,0.00,48.54,48.54
14,33.15,0.00,10.97,0.00,0.00,3.07,0.00,0.00,0.00,47.19,47.19
15,33.63,0.00,13.28,0.00,0.00,4.08,0.00,0.00,0.00,50.99,50.99
