CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,36.02,0.00,11.22,0.00,0.00,0.60,0.00,0.00,0.00,47.84,47.85
0,39.64,0.00,12.77,0.00,0.00,0.01,0.00,0.00,0.00,52.42,52.42
1,40.44,0.00,11.53,0.03,0.00,0.00,0.00,0.00,0.00,52,52.01
2,39.82,0.00,10.63,0.00,0.00,0.00,0.00,0.00,0.00,50.45,50.44
3,40.09,0.00,10.22,0.00,0.00,0.00,0.00,0.00,0.00,50.31,50.31
4,39.32,0.00,12.33,0.00,0.00,0.00,0.00,0.00,0.00,51.65,51.65
5,39.54,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,51.54,51.54
6,40.50,0.00,11.55,0.00,0.00,0.00,0.00,0.00,0.00,52.05,52.06
7,40.25,0.00,12.84,0.01,0.00,0.00,0.00,0.00,0.00,53.1,53.09
8,39.38,0.00,11.68,0.00,0.00,0.00,0.00,0.00,0.00,51.06,51.06
9,40.72,0.00,11.73,0.00,0.00,0.00,0.00,0.00,0.00,52.45,52.44
10,40.43,0.00,12.71,0.00,0.00,0.00,0.00,0.00,0.00,53.14,53.14
11,40.65,0.00,12.68,0.00,0.00,0.00,0.00,0.00,0.00,53.33,53.32
12,0.25,0.00,1.73,0.00,0.00,0.65,0.00,0.00,0.00,2.63,2.63
13,30.09,0.00,11.33,0.00,0.00,2.64,0.00,0.00,0.00,44.06,44.06
14,31.04,0.00,11.18,0.00,0.00,2.76,0.00,0.00,0.00,44.98,44.98
15,30.89,0.00,11.98,0.00,0.00,3.75,0.00,0.00,0.00,46.62,46.62
