CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,43.90,0.00,12.53,0.00,0.00,0.83,0.00,0.00,0.00,57.26,57.26
0,45.02,0.00,12.35,0.00,0.00,0.00,0.00,0.00,0.00,57.37,57.37
1,45.10,0.00,13.43,0.00,0.00,0.02,0.00,0.00,0.00,58.55,58.55
2,45.03,0.00,11.99,0.00,0.00,0.00,0.00,0.00,0.00,57.02,57.02
3,44.75,0.00,13.84,0.00,0.00,0.01,0.00,0.00,0.00,58.6,58.6
4,44.85,0.00,13.53,0.00,0.00,0.00,0.00,0.00,0.00,58.38,58.37
5,44.81,0.00,12.12,0.00,0.00,0.00,0.00,0.00,0.00,56.93,56.92
6,44.53,0.00,13.53,0.00,0.00,0.00,0.00,0.00,0.00,58.06,58.06
7,45.01,0.00,11.32,0.03,0.00,0.00,0.00,0.00,0.00,56.36,56.36
8,44.88,0.00,13.66,0.00,0.00,0.00,0.00,0.00,0.00,58.54,58.54
9,44.89,0.00,13.55,0.00,0.00,0.00,0.00,0.00,0.00,58.44,58.44
10,44.53,0.00,13.98,0.00,0.00,0.00,0.00,0.00,0.00,58.51,58.51
11,44.88,0.00,11.81,0.00,0.00,0.00,0.00,0.00,0.00,56.69,56.69
12,39.53,0.00,10.45,0.00,0.00,4.01,0.00,0.00,0.00,53.99,54
13,41.98,0.00,11.43,0.00,0.00,2.92,0.00,0.00,0.00,56.33,56.33
14,39.84,0.00,12.55,0.00,0.00,2.67,0.00,0.00,0.00,55.06,55.06
15,42.40,0.00,10.82,0.00,0.00,3.91,0.00,0.00,0.00,57.13,57.13
