CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,0.19,0.00,11.03,0.01,0.00,4.78,0.00,34.35,0.00,50.36,50.36
0,0.17,0.00,5.12,0.00,0.00,0.13,0.00,38.65,0.00,44.07,44.08
1,0.24,0.00,5.05,0.00,0.00,0.01,0.00,38.55,0.00,43.85,43.85
2,0.20,0.00,19.19,0.00,0.00,0.00,0.00,32.94,0.00,52.33,52.32
3,0.20,0.00,5.13,0.00,0.00,0.00,0.00,38.70,0.00,44.03,44.04
4,0.25,0.00,4.91,0.00,0.00,0.00,0.00,38.82,0.00,43.98,43.98
5,0.16,0.00,37.26,0.00,0.00,0.11,0.00,25.00,0.00,62.53,62.53
6,0.25,0.00,5.07,0.00,0.00,0.00,0.00,38.50,0.00,43.82,43.81
7,0.20,0.00,11.91,0.00,0.00,0.00,0.00,35.66,0.00,47.77,47.78
8,0.22,0.00,6.61,0.00,0.00,0.00,0.00,38.30,0.00,45.13,45.13
9,0.28,0.00,5.80,0.02,0.00,0.01,0.00,38.32,0.00,44.43,44.44
10,0.17,0.00,44.84,0.02,0.00,0.00,0.00,22.01,0.00,67.04,67.03
11,0.24,0.00,5.02,0.03,0.00,0.00,0.00,38.63,0.00,43.92,43.91
12,0.16,0.00,4.50,0.00,0.00,11.69,0.00,33.53,0.00,49.88,49.88
13,0.09,0.00,3.91,0.00,0.00,20.32,0.00,30.55,0.00,54.87,54.87
14,0.13,0.00,3.91,0.04,0.00,20.45,0.00,30.37,0.00,54.9,54.91
15,0.06,0.00,3.49,0.01,0.00,35.42,0.00,28.81,0.00,67.79,67.79
