CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,0.23,0.00,12.34,0.02,0.00,5.16,0.00,35.39,0.00,53.14,53.13
0,0.28,0.00,6.10,0.00,0.00,0.04,0.00,39.05,0.00,45.47,45.47
1,0.27,0.00,9.92,0.03,0.00,0.00,0.00,37.45,0.00,47.67,47.68
2,0.23,0.00,25.73,0.00,0.00,0.00,0.00,30.67,0.00,56.63,56.62
3,0.30,0.00,8.75,0.00,0.00,0.00,0.00,37.80,0.00,46.85,46.85
4,0.23,0.00,17.03,0.01,0.00,0.00,0.00,34.27,0.00,51.54,51.54
5,0.24,0.00,17.44,0.13,0.00,0.00,0.00,33.94,0.00,51.75,51.74
6,0.26,0.00,27.36,0.02,0.00,0.00,0.00,29.77,0.00,57.41,57.41
7,0.35,0.00,6.31,0.02,0.00,0.00,0.00,38.76,0.00,45.44,45.44
8,0.30,0.00,13.06,0.00,0.00,0.00,0.00,36.13,0.00,49.49,49.49
9,0.30,0.00,8.91,0.02,0.00,0.02,0.00,37.76,0.00,47.01,47
10,0.30,0.00,8.72,0.00,0.00,0.00,0.00,37.84,0.00,46.86,46.86
11,0.25,0.00,20.52,0.01,0.00,0.00,0.00,32.66,0.00,53.44,53.44
12,0.12,0.00,6.23,0.01,0.00,16.02,0.00,35.85,0.00,58.23,58.23
13,0.10,0.00,6.23,0.00,0.00,15.71,0.00,35.34,0.00,57.38,57.38
14,0.06,0.00,5.79,0.02,0.00,22.55,0.00,35.69,0.00,64.11,64.1
15,0.04,0.00,4.81,0.00,0.00,41.45,0.00,32.88,0.00,79.18,79.19
