CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,0.24,0.00,12.37,0.03,0.00,4.87,0.00,34.25,0.00,51.76,51.77
0,0.30,0.00,8.04,0.03,0.00,0.01,0.00,37.18,0.00,45.56,45.57
1,0.30,0.00,9.90,0.00,0.00,0.00,0.00,36.49,0.00,46.69,46.69
2,0.30,0.00,11.01,0.01,0.00,0.00,0.00,36.02,0.00,47.34,47.34
3,0.46,0.00,21.36,0.03,0.00,0.00,0.00,31.61,0.00,53.46,53.46
4,0.24,0.00,19.03,0.00,0.00,0.00,0.00,32.47,0.00,51.74,51.75
5,0.27,0.00,7.57,0.01,0.00,0.04,0.00,37.06,0.00,44.95,44.96
6,0.33,0.00,8.45,0.00,0.00,0.00,0.00,36.55,0.00,45.33,45.34
7,0.29,0.00,15.41,0.00,0.00,0.00,0.00,34.07,0.00,49.77,49.77
8,0.23,0.00,25.15,0.00,0.00,0.00,0.00,30.01,0.00,55.39,55.39
9,0.25,0.00,20.34,0.25,0.00,0.00,0.00,32.06,0.00,52.9,52.91
10,0.35,0.00,9.79,0.03,0.00,0.00,0.00,36.26,0.00,46.43,46.43
11,0.27,0.00,15.02,0.06,0.00,0.00,0.00,33.92,0.00,49.27,49.26
12,0.01,0.00,5.97,0.02,0.00,28.01,0.00,32.29,0.00,66.3,66.3
13,0.03,0.00,6.25,0.07,0.00,10.59,0.00,36.33,0.00,53.27,53.26
14,0.04,0.00,5.74,0.00,0.00,14.67,0.00,33.98,0.00,54.43,54.43
15,0.02,0.00,5.23,0.00,0.00,35.07,0.00,31.09,0.00,71.41,71.41
