CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,37.76,0.00,9.87,0.04,0.00,0.31,12.91,0.00,0.00,60.89,60.9
0,37.76,0.00,9.87,0.04,0.00,0.31,12.91,0.00,0.00,60.89,60.9
