CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,41.73,0.00,11.65,0.04,0.00,0.41,14.23,0.00,0.00,68.06,68.06
0,41.73,0.00,11.65,0.04,0.00,0.41,14.23,0.00,0.00,68.06,68.06
