CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,37.76,0.00,12.41,0.03,0.00,0.39,14.73,0.00,0.00,65.32,65.32
0,37.76,0.00,12.41,0.03,0.00,0.39,14.73,0.00,0.00,65.32,65.32
