CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,0.56,0.00,15.70,0.02,0.00,33.54,0.00,39.60,0.00,89.42,89.41
0,0.79,0.00,21.46,0.00,0.00,0.01,0.00,65.29,0.00,87.55,87.55
1,0.17,0.00,3.51,0.00,0.00,67.69,0.00,26.04,0.00,97.41,97.42
2,0.37,0.00,13.27,0.01,0.00,46.40,0.00,31.59,0.00,91.64,91.64
3,0.93,0.00,24.78,0.06,0.00,19.99,0.00,35.04,0.00,80.8,80.81
