all,0.13,0.00,54.29,0.00,0.00,2.04,0.00,0.00,0.00,56.46,56.46
0,0.13,0.00,58.67,0.00,0.00,2.25,0.00,0.00,0.00,61.05,61.05
1,0.17,0.00,57.20,0.00,0.00,1.97,0.00,0.00,0.00,59.34,59.33
2,0.15,0.00,50.74,0.00,0.00,1.71,0.00,0.00,0.00,52.6,52.6
3,0.14,0.00,51.83,0.00,0.00,1.78,0.00,0.00,0.00,53.75,53.75
4,0.14,0.00,56.23,0.00,0.00,1.55,0.00,0.00,0.00,57.92,57.92
5,0.13,0.00,56.10,0.00,0.00,1.77,0.00,0.00,0.00,58,58
6,0.12,0.00,52.28,0.00,0.00,1.44,0.00,0.00,0.00,53.84,53.84
7,0.13,0.00,51.94,0.00,0.00,1.57,0.00,0.00,0.00,53.64,53.65
8,0.08,0.00,50.92,0.00,0.00,1.43,0.00,0.00,0.00,52.43,52.43
9,0.13,0.00,54.23,0.00,0.00,1.77,0.00,0.00,0.00,56.13,56.14
10,0.15,0.00,55.48,0.00,0.00,1.47,0.00,0.00,0.00,57.1,57.09
11,0.13,0.00,54.78,0.00,0.00,1.77,0.00,0.00,0.00,56.68,56.67
12,0.12,0.00,58.41,0.00,0.00,3.24,0.00,0.00,0.00,61.77,61.77
13,0.10,0.00,55.13,0.00,0.00,2.94,0.00,0.00,0.00,58.17,58.18
14,0.13,0.00,50.37,0.00,0.00,3.12,0.00,0.00,0.00,53.62,53.62
15,0.13,0.00,54.31,0.03,0.00,2.84,0.00,0.00,0.00,57.31,57.32
