all,0.28,0.00,71.88,0.00,0.00,4.34,0.00,0.00,0.00,76.5,76.5
0,0.28,0.00,71.84,0.00,0.00,4.15,0.00,0.00,0.00,76.27,76.27
1,0.26,0.00,70.80,0.00,0.00,4.61,0.00,0.00,0.00,75.67,75.67
2,0.29,0.00,72.64,0.00,0.00,4.20,0.00,0.00,0.00,77.13,77.14
3,0.28,0.00,72.25,0.00,0.00,4.41,0.00,0.00,0.00,76.94,76.93
