all,0.34,0.00,73.20,0.01,0.00,4.52,0.00,0.00,0.00,78.07,78.06
0,0.29,0.00,72.86,0.00,0.00,4.63,0.00,0.00,0.00,77.78,77.78
1,0.43,0.00,73.72,0.01,0.00,4.35,0.00,0.00,0.00,78.51,78.51
2,0.33,0.00,73.03,0.03,0.00,4.60,0.00,0.00,0.00,77.99,77.98
3,0.29,0.00,73.18,0.00,0.00,4.49,0.00,0.00,0.00,77.96,77.97
