all,2.23,0.00,37.40,0.01,0.00,19.24,0.00,0.00,0.00,58.88,58.89
0,2.30,0.00,37.56,0.00,0.00,18.79,0.00,0.00,0.00,58.65,58.65
1,2.21,0.00,37.04,0.05,0.00,19.70,0.00,0.00,0.00,59,59
2,2.21,0.00,37.61,0.00,0.00,19.45,0.00,0.00,0.00,59.27,59.26
3,2.20,0.00,37.39,0.00,0.00,19.03,0.00,0.00,0.00,58.62,58.62
