CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,41.27,0.00,13.35,0.01,0.00,0.27,0.00,0.00,0.00,54.9,54.9
0,41.95,0.00,13.66,0.00,0.00,0.30,0.00,0.00,0.00,55.91,55.91
1,40.71,0.00,13.37,0.00,0.00,0.29,0.00,0.00,0.00,54.37,54.37
2,42.03,0.00,13.50,0.00,0.00,0.28,0.00,0.00,0.00,55.81,55.8
3,40.90,0.00,13.12,0.01,0.00,0.24,0.00,0.00,0.00,54.27,54.27
4,41.78,0.00,13.38,0.02,0.00,0.21,0.00,0.00,0.00,55.39,55.39
5,40.30,0.00,13.22,0.01,0.00,0.32,0.00,0.00,0.00,53.85,53.85
6,42.00,0.00,13.35,0.02,0.00,0.22,0.00,0.00,0.00,55.59,55.59
7,40.48,0.00,13.21,0.01,0.00,0.29,0.00,0.00,0.00,53.99,53.98
