CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,32.13,0.00,17.70,0.01,0.00,1.24,15.73,0.00,0.00,66.81,66.81
0,32.57,0.00,21.15,0.00,0.00,0.97,13.15,0.00,0.00,67.84,67.84
1,33.19,0.00,17.24,0.05,0.00,1.04,14.35,0.00,0.00,65.87,65.87
2,29.54,0.00,14.47,0.00,0.00,1.14,23.15,0.00,0.00,68.3,68.3
3,33.27,0.00,18.13,0.00,0.00,1.79,12.06,0.00,0.00,65.25,65.25
