CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,20.72,0.00,4.37,0.00,0.00,0.14,0.00,0.00,0.00,25.23,25.22
0,26.43,0.00,5.91,0.00,0.00,0.18,0.00,0.00,0.00,32.52,32.51
1,26.56,0.00,5.81,0.02,0.00,0.01,0.00,0.00,0.00,32.4,32.39
2,27.36,0.00,5.96,0.00,0.00,0.04,0.00,0.00,0.00,33.36,33.36
3,28.34,0.00,5.93,0.00,0.00,0.00,0.00,0.00,0.00,34.27,34.27
4,19.18,0.00,3.90,0.00,0.00,0.00,0.00,0.00,0.00,23.08,23.08
5,19.78,0.00,4.20,0.00,0.00,0.00,0.00,0.00,0.00,23.98,23.99
6,20.26,0.00,4.09,0.00,0.00,0.00,0.00,0.00,0.00,24.35,24.35
7,21.00,0.00,4.31,0.00,0.00,0.00,0.00,0.00,0.00,25.31,25.32
8,21.64,0.00,4.28,0.00,0.00,0.00,0.00,0.00,0.00,25.92,25.92
9,21.91,0.00,4.48,0.03,0.00,0.00,0.00,0.00,0.00,26.42,26.42
10,21.53,0.00,4.16,0.00,0.00,0.00,0.00,0.00,0.00,25.69,25.69
11,20.66,0.00,4.06,0.00,0.00,0.00,0.00,0.00,0.00,24.72,24.72
12,15.66,0.00,3.45,0.00,0.00,0.36,0.00,0.00,0.00,19.47,19.47
13,14.30,0.00,3.05,0.00,0.00,0.23,0.00,0.00,0.00,17.58,17.58
14,13.61,0.00,2.97,0.00,0.00,0.57,0.00,0.00,0.00,17.15,17.15
15,13.02,0.00,3.23,0.00,0.00,0.86,0.00,0.00,0.00,17.11,17.12
