CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,19.84,0.00,5.17,0.00,0.00,0.16,0.00,0.00,0.00,25.17,25.16
0,25.98,0.00,6.94,0.00,0.00,0.04,0.00,0.00,0.00,32.96,32.96
1,26.16,0.00,7.21,0.00,0.00,0.00,0.00,0.00,0.00,33.37,33.37
2,26.34,0.00,7.06,0.02,0.00,0.00,0.00,0.00,0.00,33.42,33.42
3,26.78,0.00,7.12,0.00,0.00,0.00,0.00,0.00,0.00,33.9,33.9
4,18.04,0.00,4.68,0.02,0.00,0.00,0.00,0.00,0.00,22.74,22.73
5,18.75,0.00,4.63,0.00,0.00,0.00,0.00,0.00,0.00,23.38,23.38
6,19.20,0.00,4.50,0.00,0.00,0.00,0.00,0.00,0.00,23.7,23.7
7,19.65,0.00,4.73,0.00,0.00,0.00,0.00,0.00,0.00,24.38,24.38
8,20.21,0.00,4.87,0.00,0.00,0.00,0.00,0.00,0.00,25.08,25.07
9,19.71,0.00,4.90,0.02,0.00,0.00,0.00,0.00,0.00,24.63,24.64
10,19.50,0.00,4.59,0.00,0.00,0.00,0.00,0.00,0.00,24.09,24.08
11,18.98,0.00,4.84,0.00,0.00,0.00,0.00,0.00,0.00,23.82,23.81
12,14.97,0.00,4.24,0.00,0.00,0.40,0.00,0.00,0.00,19.61,19.61
13,14.56,0.00,4.41,0.00,0.00,0.29,0.00,0.00,0.00,19.26,19.26
14,14.33,0.00,4.03,0.00,0.00,0.73,0.00,0.00,0.00,19.09,19.1
15,14.11,0.00,3.92,0.00,0.00,1.10,0.00,0.00,0.00,19.13,19.14
