CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,19.69,0.00,5.05,0.01,0.00,0.16,0.00,0.00,0.00,24.91,24.91
0,26.09,0.00,7.00,0.00,0.00,0.05,0.00,0.00,0.00,33.14,33.13
1,26.34,0.00,6.74,0.00,0.00,0.00,0.00,0.00,0.00,33.08,33.07
2,26.54,0.00,6.89,0.00,0.00,0.00,0.00,0.00,0.00,33.43,33.43
3,27.17,0.00,6.69,0.00,0.00,0.00,0.00,0.00,0.00,33.86,33.86
4,18.23,0.00,4.52,0.00,0.00,0.00,0.00,0.00,0.00,22.75,22.75
5,18.58,0.00,4.82,0.00,0.00,0.00,0.00,0.00,0.00,23.4,23.4
6,18.86,0.00,4.75,0.00,0.00,0.00,0.00,0.00,0.00,23.61,23.61
7,19.49,0.00,4.89,0.00,0.00,0.00,0.00,0.00,0.00,24.38,24.38
8,19.85,0.00,4.81,0.00,0.00,0.00,0.00,0.00,0.00,24.66,24.66
9,19.48,0.00,4.72,0.09,0.00,0.00,0.00,0.00,0.00,24.29,24.29
10,19.25,0.00,4.61,0.03,0.00,0.00,0.00,0.00,0.00,23.89,23.89
11,19.01,0.00,4.57,0.00,0.00,0.00,0.00,0.00,0.00,23.58,23.58
12,14.84,0.00,4.16,0.00,0.00,0.30,0.00,0.00,0.00,19.3,19.3
13,13.92,0.00,4.04,0.02,0.00,0.36,0.00,0.00,0.00,18.34,18.35
14,13.49,0.00,3.98,0.00,0.00,0.80,0.00,0.00,0.00,18.27,18.27
15,13.59,0.00,3.59,0.00,0.00,1.04,0.00,0.00,0.00,18.22,18.22
