CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,33.09,0.00,7.09,0.00,0.00,0.46,0.00,0.00,0.00,40.64,40.64
0,32.41,0.00,7.83,0.01,0.00,0.06,0.00,0.00,0.00,40.31,40.31
1,32.47,0.00,6.21,0.00,0.00,0.03,0.00,0.00,0.00,38.71,38.71
2,33.39,0.00,6.40,0.00,0.00,0.00,0.00,0.00,0.00,39.79,39.79
3,34.87,0.00,7.86,0.00,0.00,0.00,0.00,0.00,0.00,42.73,42.72
4,35.07,0.00,6.63,0.00,0.00,0.00,0.00,0.00,0.00,41.7,41.71
5,35.40,0.00,7.93,0.00,0.00,0.00,0.00,0.00,0.00,43.33,43.33
6,36.08,0.00,6.87,0.00,0.00,0.00,0.00,0.00,0.00,42.95,42.95
7,35.99,0.00,8.30,0.01,0.00,0.00,0.00,0.00,0.00,44.3,44.3
8,36.23,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,44.23,44.23
9,35.95,0.00,8.14,0.00,0.00,0.00,0.00,0.00,0.00,44.09,44.09
10,35.44,0.00,7.71,0.00,0.00,0.01,0.00,0.00,0.00,43.16,43.16
11,34.11,0.00,7.77,0.00,0.00,0.00,0.00,0.00,0.00,41.88,41.88
12,29.10,0.00,6.20,0.00,0.00,1.29,0.00,0.00,0.00,36.59,36.59
13,28.15,0.00,5.59,0.00,0.00,2.15,0.00,0.00,0.00,35.89,35.89
14,28.14,0.00,6.14,0.00,0.00,0.51,0.00,0.00,0.00,34.79,34.8
15,26.17,0.00,5.75,0.00,0.00,3.42,0.00,0.00,0.00,35.34,35.35
