CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,0.38,0.00,2.88,0.00,0.00,0.00,0.00,0.00,0.00,3.26,3.26
0,0.37,0.00,1.64,0.00,0.00,0.03,0.00,0.00,0.00,2.04,2.05
1,0.40,0.00,3.67,0.00,0.00,0.01,0.00,0.00,0.00,4.08,4.08
2,0.39,0.00,3.65,0.00,0.00,0.00,0.00,0.00,0.00,4.04,4.04
3,0.38,0.00,2.46,0.00,0.00,0.01,0.00,0.00,0.00,2.85,2.85
4,0.45,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,4.15,4.15
5,0.39,0.00,3.65,0.00,0.00,0.00,0.00,0.00,0.00,4.04,4.04
6,0.40,0.00,3.72,0.00,0.00,0.00,0.00,0.00,0.00,4.12,4.11
7,0.37,0.00,2.40,0.00,0.00,0.00,0.00,0.00,0.00,2.77,2.77
8,0.38,0.00,1.58,0.00,0.00,0.00,0.00,0.00,0.00,1.96,1.96
9,0.36,0.00,2.37,0.02,0.00,0.00,0.00,0.00,0.00,2.75,2.76
10,0.40,0.00,2.38,0.00,0.00,0.00,0.00,0.00,0.00,2.78,2.79
11,0.41,0.00,2.41,0.00,0.00,0.00,0.00,0.00,0.00,2.82,2.83
12,0.39,0.00,1.39,0.02,0.00,0.00,0.00,0.00,0.00,1.8,1.79
13,0.36,0.00,3.63,0.00,0.00,0.00,0.00,0.00,0.00,3.99,3.99
14,0.30,0.00,3.69,0.00,0.00,0.00,0.00,0.00,0.00,3.99,3.99
15,0.36,0.00,3.74,0.00,0.00,0.00,0.00,0.00,0.00,4.1,4.1
