CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,19.05,0.00,5.75,0.00,0.00,0.19,0.00,0.00,0.00,24.99,24.99
0,25.25,0.00,7.64,0.00,0.00,0.12,0.00,0.00,0.00,33.01,33.01
1,25.28,0.00,7.87,0.00,0.00,0.00,0.00,0.00,0.00,33.15,33.14
2,25.76,0.00,7.50,0.00,0.00,0.01,0.00,0.00,0.00,33.27,33.27
3,25.77,0.00,8.12,0.00,0.00,0.00,0.00,0.00,0.00,33.89,33.89
4,17.35,0.00,5.65,0.00,0.00,0.01,0.00,0.00,0.00,23.01,23.01
5,18.43,0.00,4.94,0.00,0.00,0.00,0.00,0.00,0.00,23.37,23.37
6,18.42,0.00,5.12,0.00,0.00,0.00,0.00,0.00,0.00,23.54,23.54
7,18.65,0.00,5.61,0.00,0.00,0.00,0.00,0.00,0.00,24.26,24.26
8,18.77,0.00,5.19,0.00,0.00,0.00,0.00,0.00,0.00,23.96,23.96
9,18.10,0.00,5.39,0.04,0.00,0.00,0.00,0.00,0.00,23.53,23.53
10,17.84,0.00,5.26,0.02,0.00,0.00,0.00,0.00,0.00,23.12,23.13
11,17.83,0.00,5.20,0.00,0.00,0.01,0.00,0.00,0.00,23.04,23.04
12,14.36,0.00,4.62,0.00,0.00,0.38,0.00,0.00,0.00,19.36,19.35
13,14.09,0.00,5.04,0.00,0.00,0.42,0.00,0.00,0.00,19.55,19.55
14,14.24,0.00,4.52,0.00,0.00,0.81,0.00,0.00,0.00,19.57,19.56
15,14.32,0.00,4.21,0.00,0.00,1.42,0.00,0.00,0.00,19.95,19.95
