CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,2.81,0.00,56.81,0.00,0.00,39.49,0.00,0.00,0.00,99.11,99.11
0,2.81,0.00,56.81,0.00,0.00,39.49,0.00,0.00,0.00,99.11,99.11
