CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,1.19,0.00,6.96,0.05,0.00,14.80,0.00,0.00,0.00,23,23
0,1.19,0.00,6.96,0.05,0.00,14.80,0.00,0.00,0.00,23,23
