CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,30.87,0.00,22.27,0.02,0.00,0.24,21.06,0.00,0.00,74.46,74.47
0,30.87,0.00,22.27,0.02,0.00,0.24,21.06,0.00,0.00,74.46,74.47
