CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,37.00,0.00,21.73,0.00,0.00,0.13,40.64,0.00,0.00,99.5,99.49
0,37.00,0.00,21.73,0.00,0.00,0.13,40.64,0.00,0.00,99.5,99.49
