CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,26.18,0.00,10.23,0.00,0.00,0.32,4.51,0.00,0.00,41.24,41.24
0,24.57,0.00,10.41,0.00,0.00,0.15,3.04,0.00,0.00,38.17,38.18
1,24.62,0.00,10.74,0.00,0.00,0.22,2.72,0.00,0.00,38.3,38.29
2,25.10,0.00,9.98,0.00,0.00,0.15,2.91,0.00,0.00,38.14,38.13
3,25.34,0.00,10.01,0.00,0.00,0.22,3.56,0.00,0.00,39.13,39.12
4,26.97,0.00,9.65,0.00,0.00,0.19,3.31,0.00,0.00,40.12,40.12
5,27.45,0.00,9.72,0.00,0.00,1.00,3.47,0.00,0.00,41.64,41.63
6,27.75,0.00,10.17,0.00,0.00,0.26,4.28,0.00,0.00,42.46,42.46
7,27.75,0.00,10.54,0.00,0.00,0.35,4.29,0.00,0.00,42.93,42.93
8,28.03,0.00,10.27,0.00,0.00,0.30,4.43,0.00,0.00,43.03,43.02
9,27.23,0.00,10.52,0.06,0.00,0.36,5.50,0.00,0.00,43.67,43.68
10,26.60,0.00,10.42,0.00,0.00,0.32,5.93,0.00,0.00,43.27,43.27
11,26.40,0.00,10.49,0.00,0.00,0.37,5.03,0.00,0.00,42.29,42.29
12,25.51,0.00,10.23,0.00,0.00,0.39,6.89,0.00,0.00,43.02,43.02
13,25.80,0.00,11.12,0.00,0.00,0.27,4.76,0.00,0.00,41.95,41.95
14,25.13,0.00,9.17,0.00,0.00,0.30,6.57,0.00,0.00,41.17,41.17
15,24.54,0.00,10.23,0.00,0.00,0.29,5.34,0.00,0.00,40.4,40.38
