CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,0.73,0.00,6.37,0.01,0.00,10.47,0.00,0.00,0.00,17.58,17.58
0,0.76,0.00,6.98,0.00,0.00,9.53,0.00,0.00,0.00,17.27,17.26
1,0.69,0.00,6.30,0.03,0.00,10.10,0.00,0.00,0.00,17.12,17.11
2,0.84,0.00,6.21,0.03,0.00,10.34,0.00,0.00,0.00,17.42,17.41
3,0.63,0.00,5.97,0.00,0.00,11.91,0.00,0.00,0.00,18.51,18.51
