CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,3.05,0.00,53.68,0.00,0.00,42.51,0.00,0.00,0.00,99.24,99.25
0,4.37,0.00,79.50,0.02,0.00,15.39,0.00,0.00,0.00,99.28,99.28
1,3.12,0.00,54.33,0.00,0.00,41.80,0.00,0.00,0.00,99.25,99.26
2,3.13,0.00,54.18,0.00,0.00,41.95,0.00,0.00,0.00,99.26,99.27
3,1.58,0.00,26.70,0.00,0.00,70.91,0.00,0.00,0.00,99.19,99.18
