CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,0.03,0.00,19.44,0.01,0.00,28.83,0.00,39.19,0.00,87.5,87.5
0,0.03,0.00,28.40,0.00,0.00,0.02,0.00,51.78,0.00,80.23,80.23
1,0.03,0.00,22.17,0.02,0.00,25.03,0.00,38.90,0.00,86.15,86.14
2,0.02,0.00,19.63,0.01,0.00,32.14,0.00,36.51,0.00,88.31,88.3
3,0.04,0.00,18.42,0.00,0.00,28.67,0.00,41.04,0.00,88.17,88.17
4,0.03,0.00,18.40,0.01,0.00,28.05,0.00,41.38,0.00,87.87,87.88
5,0.02,0.00,4.51,0.00,0.00,60.74,0.00,31.59,0.00,96.86,96.87
6,0.05,0.00,21.45,0.01,0.00,27.93,0.00,36.94,0.00,86.38,86.38
7,0.02,0.00,22.61,0.00,0.00,28.45,0.00,34.94,0.00,86.02,86.02
