CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,53.64,0.00,12.49,0.00,0.00,1.07,0.00,0.00,0.00,67.2,67.2
0,52.14,0.00,12.34,0.00,0.00,0.02,0.00,0.00,0.00,64.5,64.51
1,51.79,0.00,12.53,0.00,0.00,0.00,0.00,0.00,0.00,64.32,64.32
2,51.66,0.00,12.26,0.00,0.00,0.01,0.00,0.00,0.00,63.93,63.94
3,52.48,0.00,11.89,0.00,0.00,0.00,0.00,0.00,0.00,64.37,64.37
4,51.29,0.00,12.12,0.00,0.00,0.00,0.00,0.00,0.00,63.41,63.41
5,51.38,0.00,12.41,0.01,0.00,0.01,0.00,0.00,0.00,63.81,63.81
6,51.51,0.00,12.40,0.02,0.00,0.00,0.00,0.00,0.00,63.93,63.93
7,51.03,0.00,12.34,0.00,0.00,0.00,0.00,0.00,0.00,63.37,63.36
8,51.28,0.00,11.94,0.01,0.00,0.00,0.00,0.00,0.00,63.23,63.23
9,52.48,0.00,12.20,0.00,0.00,0.02,0.00,0.00,0.00,64.7,64.7
10,52.14,0.00,12.43,0.00,0.00,0.00,0.00,0.00,0.00,64.57,64.57
11,51.34,0.00,12.43,0.00,0.00,0.00,0.00,0.00,0.00,63.77,63.77
12,59.68,0.00,13.16,0.00,0.00,5.06,0.00,0.00,0.00,77.9,77.89
13,59.27,0.00,13.35,0.00,0.00,3.19,0.00,0.00,0.00,75.81,75.8
14,59.78,0.00,12.95,0.00,0.00,4.78,0.00,0.00,0.00,77.51,77.51
15,59.14,0.00,13.20,0.00,0.00,4.19,0.00,0.00,0.00,76.53,76.52
