CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,55.94,0.00,11.98,0.00,0.00,0.69,0.00,0.00,0.00,68.61,68.61
0,60.73,0.00,12.04,0.00,0.00,0.06,0.00,0.00,0.00,72.83,72.84
1,60.25,0.00,12.35,0.00,0.00,0.03,0.00,0.00,0.00,72.63,72.63
2,60.21,0.00,12.55,0.00,0.00,0.00,0.00,0.00,0.00,72.76,72.76
3,60.05,0.00,12.59,0.01,0.00,0.00,0.00,0.00,0.00,72.65,72.65
4,60.25,0.00,12.54,0.00,0.00,0.00,0.00,0.00,0.00,72.79,72.79
5,60.04,0.00,12.74,0.01,0.00,0.01,0.00,0.00,0.00,72.8,72.79
6,59.76,0.00,12.60,0.00,0.00,0.00,0.00,0.00,0.00,72.36,72.36
7,60.17,0.00,12.55,0.00,0.00,0.00,0.00,0.00,0.00,72.72,72.71
8,61.16,0.00,12.17,0.00,0.00,0.00,0.00,0.00,0.00,73.33,73.33
9,60.07,0.00,12.16,0.00,0.00,0.03,0.00,0.00,0.00,72.26,72.26
10,59.96,0.00,12.71,0.00,0.00,0.00,0.00,0.00,0.00,72.67,72.68
11,61.10,0.00,12.18,0.00,0.00,0.00,0.00,0.00,0.00,73.28,73.28
12,55.98,0.00,13.77,0.00,0.00,3.54,0.00,0.00,0.00,73.29,73.29
13,56.47,0.00,13.91,0.00,0.00,3.02,0.00,0.00,0.00,73.4,73.39
14,0.21,0.00,0.83,0.00,0.00,0.21,0.00,0.00,0.00,1.25,1.25
15,54.64,0.00,13.38,0.00,0.00,4.17,0.00,0.00,0.00,72.19,72.18
