CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,54.32,0.00,14.51,0.00,0.00,0.94,0.00,0.00,0.00,69.77,69.78
0,55.86,0.00,14.79,0.00,0.00,0.02,0.00,0.00,0.00,70.67,70.67
1,56.02,0.00,13.75,0.00,0.00,0.01,0.00,0.00,0.00,69.78,69.78
2,55.80,0.00,14.67,0.00,0.00,0.00,0.00,0.00,0.00,70.47,70.47
3,55.61,0.00,14.74,0.00,0.00,0.00,0.00,0.00,0.00,70.35,70.35
4,55.67,0.00,14.76,0.00,0.00,0.00,0.00,0.00,0.00,70.43,70.44
5,55.87,0.00,14.74,0.02,0.00,0.00,0.00,0.00,0.00,70.63,70.62
6,56.13,0.00,13.75,0.00,0.00,0.00,0.00,0.00,0.00,69.88,69.88
7,55.24,0.00,15.04,0.00,0.00,0.00,0.00,0.00,0.00,70.28,70.27
8,55.74,0.00,14.77,0.00,0.00,0.00,0.00,0.00,0.00,70.51,70.52
9,55.81,0.00,14.46,0.00,0.00,0.02,0.00,0.00,0.00,70.29,70.29
10,55.68,0.00,14.73,0.00,0.00,0.00,0.00,0.00,0.00,70.41,70.42
11,56.19,0.00,14.58,0.00,0.00,0.00,0.00,0.00,0.00,70.77,70.77
12,50.56,0.00,13.78,0.00,0.00,4.23,0.00,0.00,0.00,68.57,68.56
13,49.82,0.00,14.32,0.00,0.00,3.08,0.00,0.00,0.00,67.22,67.23
14,49.91,0.00,14.37,0.00,0.00,4.03,0.00,0.00,0.00,68.31,68.31
15,48.93,0.00,14.88,0.00,0.00,3.89,0.00,0.00,0.00,67.7,67.7
