CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,42.94,0.00,14.78,0.00,0.00,0.93,0.00,0.00,0.00,58.65,58.65
0,45.46,0.00,15.17,0.00,0.00,0.11,0.00,0.00,0.00,60.74,60.74
1,45.38,0.00,14.70,0.00,0.00,0.00,0.00,0.00,0.00,60.08,60.07
2,44.72,0.00,15.50,0.00,0.00,0.00,0.00,0.00,0.00,60.22,60.23
3,44.88,0.00,14.19,0.00,0.00,0.00,0.00,0.00,0.00,59.07,59.08
4,44.77,0.00,15.14,0.00,0.00,0.00,0.00,0.00,0.00,59.91,59.91
5,44.88,0.00,15.20,0.02,0.00,0.00,0.00,0.00,0.00,60.1,60.09
6,44.65,0.00,15.25,0.00,0.00,0.00,0.00,0.00,0.00,59.9,59.9
7,44.20,0.00,15.32,0.00,0.00,0.00,0.00,0.00,0.00,59.52,59.52
8,44.74,0.00,15.25,0.00,0.00,0.00,0.00,0.00,0.00,59.99,59.99
9,44.86,0.00,14.06,0.01,0.00,0.00,0.00,0.00,0.00,58.93,58.93
10,44.82,0.00,15.20,0.00,0.00,0.00,0.00,0.00,0.00,60.02,60.02
11,44.36,0.00,15.68,0.00,0.00,0.00,0.00,0.00,0.00,60.04,60.04
12,37.54,0.00,13.32,0.00,0.00,3.46,0.00,0.00,0.00,54.32,54.32
13,37.57,0.00,14.35,0.00,0.00,3.91,0.00,0.00,0.00,55.83,55.83
14,37.53,0.00,14.43,0.00,0.00,2.09,0.00,0.00,0.00,54.05,54.05
15,35.99,0.00,13.62,0.00,0.00,5.62,0.00,0.00,0.00,55.23,55.22
