CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,47.05,0.00,13.23,0.01,0.00,0.83,0.00,0.00,0.00,61.12,61.12
0,49.12,0.00,12.20,0.01,0.00,0.02,0.00,0.00,0.00,61.35,61.35
1,49.87,0.00,13.71,0.01,0.00,0.00,0.00,0.00,0.00,63.59,63.59
2,49.46,0.00,11.89,0.01,0.00,0.00,0.00,0.00,0.00,61.36,61.36
3,49.29,0.00,14.01,0.00,0.00,0.00,0.00,0.00,0.00,63.3,63.31
4,49.08,0.00,13.71,0.00,0.00,0.00,0.00,0.00,0.00,62.79,62.79
5,48.88,0.00,12.58,0.05,0.00,0.00,0.00,0.00,0.00,61.51,61.51
6,49.06,0.00,13.81,0.01,0.00,0.00,0.00,0.00,0.00,62.88,62.89
7,48.87,0.00,13.92,0.00,0.00,0.00,0.00,0.00,0.00,62.79,62.79
8,49.48,0.00,13.89,0.02,0.00,0.00,0.00,0.00,0.00,63.39,63.39
9,49.99,0.00,13.48,0.01,0.00,0.06,0.00,0.00,0.00,63.54,63.54
10,49.34,0.00,13.86,0.02,0.00,0.00,0.00,0.00,0.00,63.22,63.22
11,49.04,0.00,13.82,0.00,0.00,0.00,0.00,0.00,0.00,62.86,62.86
12,39.59,0.00,11.92,0.02,0.00,3.53,0.00,0.00,0.00,55.06,55.06
13,39.75,0.00,12.61,0.01,0.00,3.60,0.00,0.00,0.00,55.97,55.97
14,41.83,0.00,13.06,0.01,0.00,2.87,0.00,0.00,0.00,57.77,57.78
15,39.56,0.00,13.11,0.01,0.00,3.43,0.00,0.00,0.00,56.11,56.1
