CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,58.76,0.00,12.81,0.01,0.00,1.02,0.00,0.00,0.00,72.6,72.59
0,57.78,0.00,12.71,0.00,0.00,0.05,0.00,0.00,0.00,70.54,70.54
1,59.05,0.00,12.08,0.00,0.00,0.01,0.00,0.00,0.00,71.14,71.14
2,57.95,0.00,12.88,0.00,0.00,0.00,0.00,0.00,0.00,70.83,70.84
3,57.63,0.00,13.14,0.00,0.00,0.00,0.00,0.00,0.00,70.77,70.77
4,57.62,0.00,13.19,0.00,0.00,0.00,0.00,0.00,0.00,70.81,70.81
5,57.45,0.00,13.15,0.06,0.00,0.01,0.00,0.00,0.00,70.67,70.66
6,57.82,0.00,12.79,0.01,0.00,0.00,0.00,0.00,0.00,70.62,70.62
7,58.21,0.00,12.76,0.01,0.00,0.00,0.00,0.00,0.00,70.98,70.98
8,58.81,0.00,11.62,0.00,0.00,0.00,0.00,0.00,0.00,70.43,70.43
9,57.10,0.00,12.66,0.00,0.00,0.02,0.00,0.00,0.00,69.78,69.77
10,58.74,0.00,11.67,0.01,0.00,0.00,0.00,0.00,0.00,70.42,70.43
11,58.54,0.00,12.65,0.00,0.00,0.00,0.00,0.00,0.00,71.19,71.19
12,61.70,0.00,13.07,0.00,0.00,3.92,0.00,0.00,0.00,78.69,78.7
13,61.10,0.00,13.54,0.00,0.00,3.51,0.00,0.00,0.00,78.15,78.16
14,60.10,0.00,13.75,0.00,0.00,3.52,0.00,0.00,0.00,77.37,77.37
15,60.55,0.00,13.31,0.00,0.00,5.39,0.00,0.00,0.00,79.25,79.25
