CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,86.71,0.00,8.29,0.00,0.00,0.92,0.00,0.00,0.00,95.92,95.92
0,89.28,0.00,6.44,0.00,0.00,0.10,0.00,0.00,0.00,95.82,95.81
1,90.04,0.00,7.01,0.00,0.00,0.00,0.00,0.00,0.00,97.05,97.05
2,89.86,0.00,7.75,0.00,0.00,0.00,0.00,0.00,0.00,97.61,97.61
3,89.76,0.00,7.93,0.00,0.00,0.00,0.00,0.00,0.00,97.69,97.68
4,89.63,0.00,7.38,0.00,0.00,0.00,0.00,0.00,0.00,97.01,97.01
5,89.50,0.00,6.53,0.00,0.00,0.00,0.00,0.00,0.00,96.03,96.02
6,89.70,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,97.7,97.71
7,89.86,0.00,7.82,0.00,0.00,0.00,0.00,0.00,0.00,97.68,97.68
8,89.78,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,97.78,97.77
9,89.79,0.00,7.86,0.00,0.00,0.06,0.00,0.00,0.00,97.71,97.7
10,89.86,0.00,7.81,0.00,0.00,0.00,0.00,0.00,0.00,97.67,97.67
11,90.00,0.00,7.62,0.00,0.00,0.00,0.00,0.00,0.00,97.62,97.62
12,78.39,0.00,10.63,0.00,0.00,3.65,0.00,0.00,0.00,92.67,92.67
13,77.07,0.00,10.14,0.00,0.00,3.92,0.00,0.00,0.00,91.13,91.13
14,77.25,0.00,10.84,0.00,0.00,3.41,0.00,0.00,0.00,91.5,91.5
15,77.23,0.00,10.91,0.00,0.00,3.70,0.00,0.00,0.00,91.84,91.84
