CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,46.16,0.00,12.63,0.01,0.00,0.88,0.00,0.00,0.00,59.68,59.68
0,47.91,0.00,12.28,0.00,0.00,0.02,0.00,0.00,0.00,60.21,60.21
1,48.38,0.00,12.98,0.00,0.00,0.03,0.00,0.00,0.00,61.39,61.4
2,48.27,0.00,13.34,0.00,0.00,0.00,0.00,0.00,0.00,61.61,61.62
3,47.98,0.00,12.96,0.00,0.00,0.00,0.00,0.00,0.00,60.94,60.94
4,47.48,0.00,11.99,0.00,0.00,0.00,0.00,0.00,0.00,59.47,59.48
5,47.63,0.00,11.98,0.02,0.00,0.00,0.00,0.00,0.00,59.63,59.63
6,48.32,0.00,11.66,0.01,0.00,0.00,0.00,0.00,0.00,59.99,59.99
7,47.33,0.00,13.29,0.01,0.00,0.00,0.00,0.00,0.00,60.63,60.63
8,48.37,0.00,12.04,0.00,0.00,0.00,0.00,0.00,0.00,60.41,60.41
9,48.62,0.00,12.76,0.00,0.00,0.03,0.00,0.00,0.00,61.41,61.42
10,48.13,0.00,13.32,0.00,0.00,0.00,0.00,0.00,0.00,61.45,61.45
11,48.30,0.00,13.09,0.00,0.00,0.00,0.00,0.00,0.00,61.39,61.39
12,38.97,0.00,12.13,0.00,0.00,3.71,0.00,0.00,0.00,54.81,54.8
13,40.53,0.00,13.23,0.02,0.00,3.04,0.00,0.00,0.00,56.82,56.82
14,40.97,0.00,12.38,0.02,0.00,3.83,0.00,0.00,0.00,57.2,57.21
15,40.65,0.00,12.67,0.02,0.00,3.72,0.00,0.00,0.00,57.06,57.07
