CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,23.22,0.00,13.54,0.01,0.00,0.54,0.00,0.00,0.00,37.31,37.31
0,23.97,0.00,14.01,0.00,0.00,0.00,0.00,0.00,0.00,37.98,37.98
1,24.24,0.00,13.70,0.02,0.00,0.00,0.00,0.00,0.00,37.96,37.97
2,23.97,0.00,13.78,0.00,0.00,0.00,0.00,0.00,0.00,37.75,37.76
3,23.95,0.00,13.82,0.00,0.00,0.00,0.00,0.00,0.00,37.77,37.76
4,24.12,0.00,12.87,0.00,0.00,0.01,0.00,0.00,0.00,37,36.99
5,23.72,0.00,14.26,0.05,0.00,0.00,0.00,0.00,0.00,38.03,38.04
6,23.63,0.00,14.14,0.03,0.00,0.00,0.00,0.00,0.00,37.8,37.81
7,23.71,0.00,12.93,0.00,0.00,0.00,0.00,0.00,0.00,36.64,36.64
8,23.62,0.00,14.14,0.00,0.00,0.00,0.00,0.00,0.00,37.76,37.76
9,23.74,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,38.03,38.03
10,23.80,0.00,13.98,0.00,0.00,0.00,0.00,0.00,0.00,37.78,37.79
11,23.91,0.00,13.95,0.00,0.00,0.00,0.00,0.00,0.00,37.86,37.86
12,21.52,0.00,12.71,0.00,0.00,1.62,0.00,0.00,0.00,35.85,35.84
13,21.39,0.00,12.78,0.00,0.00,0.96,0.00,0.00,0.00,35.13,35.14
14,20.61,0.00,12.84,0.00,0.00,2.71,0.00,0.00,0.00,36.16,36.16
15,20.99,0.00,12.15,0.04,0.00,4.00,0.00,0.00,0.00,37.18,37.16
