CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,42.73,0.00,11.70,0.00,0.00,0.72,0.00,0.00,0.00,55.15,55.15
0,44.08,0.00,11.80,0.00,0.00,0.00,0.00,0.00,0.00,55.88,55.89
1,44.19,0.00,11.76,0.00,0.00,0.00,0.00,0.00,0.00,55.95,55.94
2,44.21,0.00,11.77,0.00,0.00,0.00,0.00,0.00,0.00,55.98,55.99
3,44.19,0.00,11.79,0.00,0.00,0.05,0.00,0.00,0.00,56.03,56.03
4,43.93,0.00,11.84,0.00,0.00,0.00,0.00,0.00,0.00,55.77,55.77
5,44.07,0.00,11.96,0.02,0.00,0.00,0.00,0.00,0.00,56.05,56.05
6,43.67,0.00,11.77,0.00,0.00,0.00,0.00,0.00,0.00,55.44,55.44
7,44.35,0.00,11.61,0.02,0.00,0.00,0.00,0.00,0.00,55.98,55.97
8,44.22,0.00,11.63,0.01,0.00,0.00,0.00,0.00,0.00,55.86,55.86
9,44.29,0.00,11.75,0.00,0.00,0.02,0.00,0.00,0.00,56.06,56.06
10,44.44,0.00,11.62,0.00,0.00,0.00,0.00,0.00,0.00,56.06,56.06
11,44.34,0.00,11.60,0.00,0.00,0.00,0.00,0.00,0.00,55.94,55.94
12,38.37,0.00,11.53,0.00,0.00,2.87,0.00,0.00,0.00,52.77,52.76
13,38.81,0.00,11.22,0.01,0.00,3.15,0.00,0.00,0.00,53.19,53.19
14,37.95,0.00,11.71,0.01,0.00,3.05,0.00,0.00,0.00,52.72,52.72
15,38.23,0.00,11.76,0.00,0.00,2.62,0.00,0.00,0.00,52.61,52.6
