CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,53.40,0.00,12.89,0.01,0.00,1.00,0.00,0.00,0.00,67.3,67.3
0,52.46,0.00,12.86,0.00,0.00,0.01,0.00,0.00,0.00,65.33,65.33
1,51.62,0.00,12.33,0.02,0.00,0.02,0.00,0.00,0.00,63.99,63.99
2,51.80,0.00,12.93,0.01,0.00,0.00,0.00,0.00,0.00,64.74,64.75
3,52.28,0.00,12.53,0.00,0.00,0.00,0.00,0.00,0.00,64.81,64.81
4,52.13,0.00,12.13,0.00,0.00,0.00,0.00,0.00,0.00,64.26,64.27
5,52.11,0.00,12.13,0.05,0.00,0.01,0.00,0.00,0.00,64.3,64.3
6,52.16,0.00,12.65,0.02,0.00,0.00,0.00,0.00,0.00,64.83,64.83
7,52.60,0.00,12.65,0.02,0.00,0.00,0.00,0.00,0.00,65.27,65.26
8,51.72,0.00,12.69,0.02,0.00,0.00,0.00,0.00,0.00,64.43,64.42
9,52.30,0.00,11.72,0.00,0.00,0.02,0.00,0.00,0.00,64.04,64.04
10,53.27,0.00,12.09,0.01,0.00,0.00,0.00,0.00,0.00,65.37,65.36
11,52.59,0.00,12.35,0.00,0.00,0.00,0.00,0.00,0.00,64.94,64.95
12,57.34,0.00,14.66,0.00,0.00,3.89,0.00,0.00,0.00,75.89,75.89
13,57.60,0.00,13.93,0.00,0.00,4.28,0.00,0.00,0.00,75.81,75.81
14,56.52,0.00,14.40,0.00,0.00,4.52,0.00,0.00,0.00,75.44,75.43
15,56.09,0.00,14.36,0.00,0.00,3.44,0.00,0.00,0.00,73.89,73.9
