CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,36.41,0.00,14.86,0.01,0.00,0.93,0.00,0.00,0.00,52.21,52.21
0,39.32,0.00,15.63,0.01,0.00,0.10,0.00,0.00,0.00,55.06,55.05
1,39.53,0.00,14.73,0.00,0.00,0.00,0.00,0.00,0.00,54.26,54.27
2,39.07,0.00,15.77,0.02,0.00,0.00,0.00,0.00,0.00,54.86,54.87
3,39.29,0.00,14.68,0.00,0.00,0.00,0.00,0.00,0.00,53.97,53.97
4,38.68,0.00,15.64,0.00,0.00,0.00,0.00,0.00,0.00,54.32,54.31
5,38.54,0.00,14.71,0.06,0.00,0.00,0.00,0.00,0.00,53.31,53.31
6,38.42,0.00,15.81,0.02,0.00,0.00,0.00,0.00,0.00,54.25,54.25
7,38.76,0.00,15.48,0.00,0.00,0.00,0.00,0.00,0.00,54.24,54.24
8,39.15,0.00,14.67,0.00,0.00,0.00,0.00,0.00,0.00,53.82,53.82
9,39.28,0.00,14.85,0.01,0.00,0.02,0.00,0.00,0.00,54.16,54.16
10,38.95,0.00,15.40,0.00,0.00,0.00,0.00,0.00,0.00,54.35,54.35
11,38.81,0.00,15.30,0.00,0.00,0.00,0.00,0.00,0.00,54.11,54.11
12,15.92,0.00,9.21,0.04,0.00,1.41,0.00,0.00,0.00,26.58,26.58
13,33.37,0.00,15.48,0.00,0.00,2.10,0.00,0.00,0.00,50.95,50.95
14,32.30,0.00,15.14,0.01,0.00,5.10,0.00,0.00,0.00,52.55,52.55
15,31.93,0.00,15.05,0.02,0.00,6.57,0.00,0.00,0.00,53.57,53.58
