CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,40.84,0.00,12.62,0.01,0.00,0.68,0.00,0.00,0.00,54.15,54.16
0,44.24,0.00,12.74,0.00,0.00,0.06,0.00,0.00,0.00,57.04,57.04
1,44.18,0.00,12.85,0.00,0.00,0.00,0.00,0.00,0.00,57.03,57.03
2,45.22,0.00,13.75,0.00,0.00,0.03,0.00,0.00,0.00,59,59
3,44.21,0.00,13.14,0.00,0.00,0.00,0.00,0.00,0.00,57.35,57.35
4,44.39,0.00,12.83,0.00,0.00,0.00,0.00,0.00,0.00,57.22,57.22
5,45.25,0.00,13.86,0.05,0.00,0.01,0.00,0.00,0.00,59.17,59.17
6,44.77,0.00,12.69,0.02,0.00,0.00,0.00,0.00,0.00,57.48,57.47
7,43.79,0.00,13.53,0.02,0.00,0.00,0.00,0.00,0.00,57.34,57.35
8,45.16,0.00,13.07,0.00,0.00,0.00,0.00,0.00,0.00,58.23,58.23
9,44.99,0.00,13.03,0.00,0.00,0.00,0.00,0.00,0.00,58.02,58.02
10,45.58,0.00,13.17,0.00,0.00,0.00,0.00,0.00,0.00,58.75,58.74
11,44.90,0.00,13.28,0.00,0.00,0.00,0.00,0.00,0.00,58.18,58.18
12,38.18,0.00,14.01,0.02,0.00,3.50,0.00,0.00,0.00,55.71,55.7
13,0.20,0.00,0.97,0.11,0.00,0.32,0.00,0.00,0.00,1.6,1.61
14,37.32,0.00,14.53,0.03,0.00,2.15,0.00,0.00,0.00,54.03,54.04
15,37.73,0.00,13.67,0.00,0.00,5.06,0.00,0.00,0.00,56.46,56.46
