CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,39.16,0.00,12.55,0.00,0.00,0.99,0.00,0.00,0.00,52.7,52.7
0,40.13,0.00,13.37,0.00,0.00,0.02,0.00,0.00,0.00,53.52,53.52
1,40.71,0.00,13.45,0.00,0.00,0.00,0.00,0.00,0.00,54.16,54.15
2,40.39,0.00,12.43,0.00,0.00,0.00,0.00,0.00,0.00,52.82,52.81
3,40.32,0.00,12.55,0.00,0.00,0.01,0.00,0.00,0.00,52.88,52.88
4,40.47,0.00,12.15,0.00,0.00,0.00,0.00,0.00,0.00,52.62,52.62
5,40.59,0.00,12.57,0.02,0.00,0.00,0.00,0.00,0.00,53.18,53.17
6,40.09,0.00,12.55,0.00,0.00,0.00,0.00,0.00,0.00,52.64,52.64
7,40.47,0.00,12.28,0.01,0.00,0.00,0.00,0.00,0.00,52.76,52.75
8,40.64,0.00,12.35,0.00,0.00,0.00,0.00,0.00,0.00,52.99,52.99
9,40.89,0.00,12.44,0.00,0.00,0.02,0.00,0.00,0.00,53.35,53.34
10,41.38,0.00,11.77,0.00,0.00,0.00,0.00,0.00,0.00,53.15,53.15
11,41.02,0.00,11.97,0.00,0.00,0.00,0.00,0.00,0.00,52.99,53
12,35.19,0.00,12.89,0.00,0.00,3.52,0.00,0.00,0.00,51.6,51.6
13,34.52,0.00,13.24,0.02,0.00,4.54,0.00,0.00,0.00,52.32,52.33
14,34.47,0.00,12.00,0.00,0.00,4.44,0.00,0.00,0.00,50.91,50.9
15,34.62,0.00,12.81,0.00,0.00,3.76,0.00,0.00,0.00,51.19,51.18
