CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,total,100-idle
all,42.64,0.00,7.99,0.03,0.00,0.34,13.87,0.00,0.00,64.87,64.87
0,41.45,0.00,7.55,0.00,0.00,0.10,16.32,0.00,0.00,65.42,65.42
1,43.84,0.00,8.42,0.06,0.00,0.57,11.40,0.00,0.00,64.29,64.3
