all,34.18,0.00,16.01,0.01,0.00,0.63,12.33,0.00,0.00,63.16,63.16
0,33.54,0.00,15.30,0.00,0.00,0.20,14.28,0.00,0.00,63.32,63.32
1,34.82,0.00,16.72,0.02,0.00,1.06,10.38,0.00,0.00,63,63
