all,38.64,0.00,15.22,0.02,0.00,0.69,16.52,0.00,0.00,71.09,71.09
0,36.36,0.00,14.82,0.00,0.00,0.29,19.52,0.00,0.00,70.99,70.99
1,40.92,0.00,15.61,0.05,0.00,1.09,13.51,0.00,0.00,71.18,71.19
