all,41.28,0.00,7.94,0.02,0.00,0.32,14.09,0.00,0.00,63.65,63.65
0,40.13,0.00,7.91,0.00,0.00,0.19,16.17,0.00,0.00,64.4,64.4
1,42.45,0.00,7.97,0.05,0.00,0.46,11.98,0.00,0.00,62.91,62.9
